Issue key,Issue id,Parent id,Summary,Issue Type,Status,Resolution,Assignee,Created,Updated,Resolved,Fix Version/s,Fix Version/s,Fix Version/s,Component/s,Component/s,Component/s,Custom field (Estimated Points),Custom field (Actual Points)
CD-2363,1075903,,7.4.4.0-FVi testcycle on STH Anuket.,Task,Closed,Done,arvind.anche,31/Jan/18 2:35 PM,09/Feb/18 3:14 PM,02/Feb/18 9:55 AM,Done in Jan 2018,,,BBN-TestLab Testing,,,3.0,3.0
CD-2364,1075904,,7.4.4.0-FVi testcycle on STH Anubis.,Task,Closed,Done,herbert.graf,31/Jan/18 2:35 PM,09/Feb/18 3:14 PM,02/Feb/18 11:13 AM,Done in Jan 2018,,,BBN-TestLab Testing,,,3.0,3.0
CD-2365,1075905,,7.4.4.0-FVi testcycle on LTH Horus.,Task,Closed,Done,herbert.graf,31/Jan/18 2:36 PM,09/Feb/18 3:14 PM,02/Feb/18 11:13 AM,Done in Jan 2018,,,BBN-TestLab Testing,,,3.0,3.0
CD-2366,1075908,,8.1.1.1.cs1-FVi testcycle on ATH Babi.,Task,Closed,Done,arvind.anche,31/Jan/18 2:42 PM,09/Feb/18 3:14 PM,02/Feb/18 9:52 AM,Done in Jan 2018,,,BBN-TestLab Testing,,,1.0,1.0
CD-2367,1075910,,8.1.1.1.cs1-FVi testcycle on STH Anubis.,Task,Closed,Done,herbert.graf,31/Jan/18 2:43 PM,09/Feb/18 3:14 PM,02/Feb/18 11:15 AM,Done in Jan 2018,,,BBN-TestLab Testing,,,0.5,0.5
CD-2368,1075911,,8.1.1.1.cs1-FVi testcycle on LTH Horus.,Task,Closed,Done,herbert.graf,31/Jan/18 2:44 PM,09/Feb/18 3:14 PM,02/Feb/18 11:14 AM,Done in Jan 2018,,,BBN-TestLab Testing,,,0.5,0.5
CD-2369,1075912,,8.0.8.4-FVi testcycle on ATH Babi.,Task,Closed,Done,arvind.anche,31/Jan/18 2:45 PM,09/Feb/18 3:14 PM,02/Feb/18 9:52 AM,Done in Jan 2018,,,BBN-TestLab Testing,,,4.0,4.0
CD-2370,1075913,,8.0.8.4-FVi testcycle on STH Anuket.,Task,Closed,Done,arvind.anche,31/Jan/18 2:45 PM,09/Feb/18 3:14 PM,02/Feb/18 9:52 AM,Done in Jan 2018,,,BBN-TestLab Testing,,,4.0,4.0
CD-2371,1075914,,8.0.8.4-FVi testcycle on STH Anubis.,Task,Closed,Done,herbert.graf,31/Jan/18 2:46 PM,09/Feb/18 3:14 PM,02/Feb/18 11:14 AM,Done in Jan 2018,,,BBN-TestLab Testing,,,3.0,3.0
CD-2372,1075915,,8.0.8.4-FVi testcycle on LTH Horus.,Task,Closed,Done,herbert.graf,31/Jan/18 2:47 PM,09/Feb/18 3:14 PM,02/Feb/18 11:15 AM,Done in Jan 2018,,,BBN-TestLab Testing,,,4.0,4.0
CD-2373,1075916,,7.5.0.0-3i  testcycle on LTH Horus.,Task,Closed,Done,herbert.graf,31/Jan/18 2:49 PM,09/Feb/18 3:14 PM,02/Feb/18 11:15 AM,Done in Jan 2018,,,BBN-TestLab Testing,,,2.5,2.5
CD-2374,1075917,,HW UART Packetizer Integration & Testing ,Task,Closed,Done,tanzeelur.rehman,31/Jan/18 2:49 PM,09/Feb/18 3:14 PM,07/Feb/18 1:16 PM,Done in Jan 2018,,,FPGA,,,24.0,4.0
CD-2375,1075918,,7.5.0.0-3i  testcycle on STH Anubis.,Task,Closed,Done,herbert.graf,31/Jan/18 2:49 PM,09/Feb/18 3:14 PM,02/Feb/18 11:16 AM,Done in Jan 2018,,,BBN-TestLab Testing,,,2.5,2.5
CD-2376,1075920,,7.5.0.0-3i  testcycle on STH Anuket.,Task,Closed,Done,arvind.anche,31/Jan/18 2:51 PM,09/Feb/18 3:14 PM,02/Feb/18 9:52 AM,Done in Jan 2018,,,BBN-TestLab Testing,,,3.0,3.0
CD-2377,1075921,,7.5.0.0-3i  testcycle on ATH Babi.,Task,Closed,Done,arvind.anche,31/Jan/18 2:51 PM,09/Feb/18 3:14 PM,02/Feb/18 9:55 AM,Done in Jan 2018,,,BBN-TestLab Testing,,,3.0,3.0
CD-2378,1075922,,7.5.0.0-3i  testcycle on ATH Ipet.,Task,Closed,Done,arvind.anche,31/Jan/18 2:52 PM,09/Feb/18 3:14 PM,02/Feb/18 9:53 AM,Done in Jan 2018,,,BBN-TestLab Testing,,,2.0,2.0
CD-2379,1075924,,7.3.4.14-FVi testcycle on ATH Babi.,Task,Closed,Done,arvind.anche,31/Jan/18 2:53 PM,09/Feb/18 3:14 PM,02/Feb/18 9:54 AM,Done in Jan 2018,,,BBN-TestLab Testing,,,2.0,2.0
CD-2380,1075925,,7.3.4.14-FVi testcycle on ATH Ipet.,Task,Closed,Done,arvind.anche,31/Jan/18 2:53 PM,09/Feb/18 3:14 PM,02/Feb/18 9:54 AM,Done in Jan 2018,,,BBN-TestLab Testing,,,2.0,2.0
CD-2381,1075927,,7.3.4.14-FVi testcycle on STH Anuket.,Task,Closed,Done,arvind.anche,31/Jan/18 2:54 PM,09/Feb/18 3:14 PM,02/Feb/18 9:54 AM,Done in Jan 2018,,,BBN-TestLab Testing,,,2.0,2.0
CD-2382,1075929,,7.3.4.14-FVi testcycle on STH Anubis.,Task,Closed,Done,herbert.graf,31/Jan/18 2:54 PM,09/Feb/18 3:14 PM,02/Feb/18 11:17 AM,Done in Jan 2018,,,BBN-TestLab Testing,,,2.5,2.5
CD-2383,1075931,,7.3.4.14-FVi testcycle on LTH Horus.,Task,Closed,Done,herbert.graf,31/Jan/18 2:55 PM,09/Feb/18 3:14 PM,02/Feb/18 11:18 AM,Done in Jan 2018,,,BBN-TestLab Testing,,,3.5,3.5
CD-2384,1077022,,Python PMU Cal. - Starting Making Corrections on the Code ,Task,Closed,Done,alfredo.moreira,01/Feb/18 7:35 AM,06/Mar/18 4:16 PM,28/Feb/18 11:23 AM,Done in Feb 2018,,,Maintenance Hardware,,,20.0,20.0
CD-2385,1077023,,Darwin Correlation Task - Start Testing the Calibration Algorithms,Task,Closed,Done,alfredo.moreira,01/Feb/18 7:35 AM,06/Mar/18 4:16 PM,28/Feb/18 11:19 AM,Done in Feb 2018,,,Maintenance Hardware,,,4.0,4.0
CD-2386,1077063,,AB-Driver: create compensatino model,Task,Closed,Done,eduard.stefes,01/Feb/18 9:49 AM,09/Feb/18 3:14 PM,01/Feb/18 9:55 AM,Done in Jan 2018,,,Maintenance Hardware,,,16.0,16.0
CD-2387,1077067,,AB-Driver: implement compensation model,Task,Closed,Done,eduard.stefes,01/Feb/18 9:57 AM,06/Mar/18 4:16 PM,05/Mar/18 1:43 PM,Done in Feb 2018,,,Maintenance Hardware,,,20.0,20.0
CD-2388,1077069,, A-Driver: recalculate statistics,Task,Pre-Planning,,eduard.stefes,01/Feb/18 10:00 AM,01/Feb/18 10:01 AM,,,,,Maintenance Hardware,,,,
CD-2389,1077070,,A-Driver: compensation model,Task,Pre-Planning,,eduard.stefes,01/Feb/18 10:00 AM,01/Feb/18 10:01 AM,,,,,Maintenance Hardware,,,,
CD-2390,1077071,,A-Driver: Implement compensation model,Task,Pre-Planning,,eduard.stefes,01/Feb/18 10:02 AM,01/Feb/18 10:02 AM,,,,,Maintenance Hardware,,,,
CD-2391,1077164,,CG124 Loadboard Check - BOSCH,Task,Closed,Done,asad-ahmed.ansari,01/Feb/18 2:30 PM,06/Mar/18 4:16 PM,01/Mar/18 10:12 AM,Done in Feb 2018,,,Application Service,,,40.0,44.0
CD-2392,1077165,,High Power Setup with FVI16 instrument - IFX,Task,Closed,Done,wassim.dhokar,01/Feb/18 2:30 PM,06/Mar/18 4:16 PM,01/Mar/18 9:28 AM,Done in Feb 2018,,,Application Service,,,40.0,41.0
CD-2393,1077166,,9320 - IDT,Task,Closed,Done,terry.payet,01/Feb/18 2:31 PM,06/Mar/18 4:16 PM,28/Feb/18 1:39 PM,Done in Feb 2018,,,Application Service,,,20.0,18.0
CD-2394,1077167,,IFX TLE9180 Test Plan Creation,Task,Closed,Done,wilfredo.nazareno,01/Feb/18 2:32 PM,06/Mar/18 4:16 PM,28/Feb/18 11:13 AM,Done in Feb 2018,,,Application Service,,,10.0,10.0
CD-2395,1077223,,BBN-Testlab device maintenance/device transfer from Aton to Month. ,Task,Closed,Done,herbert.graf,01/Feb/18 5:27 PM,09/Feb/18 3:14 PM,02/Feb/18 11:14 AM,Done in Jan 2018,,,BBN-TestLab Testing,,,2.5,2.5
CD-2396,1079005,,Ramp Up 80%,Task,Closed,Done,serdar.hekimhan,05/Feb/18 7:25 AM,09/Feb/18 3:14 PM,05/Feb/18 7:26 AM,Done in Jan 2018,,,Maintenance Hardware,,,25.0,25.0
CD-2397,1079022,,"CPE, Bugfixing & Support",Task,Closed,Done,elvedin.mustafic,05/Feb/18 8:36 AM,07/Mar/18 9:44 AM,01/Mar/18 11:00 AM,,,,Maintenance Hardware,,,10.0,8.0
CD-2398,1079024,,"MPOI resolution must work for ""variant splits"" even if the HW structure of the variants differs",Task,Closed,Done,elvedin.mustafic,05/Feb/18 8:37 AM,07/Mar/18 9:44 AM,01/Mar/18 10:55 AM,,,,Maintenance Hardware,,,20.0,33.0
CD-2399,1079025,,Diagnostic Status,Task,Pre-Planning,,elvedin.mustafic,05/Feb/18 8:38 AM,05/Feb/18 8:38 AM,,,,,Maintenance Hardware,,,,
CD-2400,1079026,,Develop integration test to be able to test DDB against calbreaks,Task,Closed,Done,robert.adonyi,05/Feb/18 8:39 AM,07/Mar/18 9:44 AM,01/Mar/18 10:14 AM,,,,Maintenance Hardware,,,20.0,10.0
CD-2401,1079027,,Facade Task Execution,Task,Pre-Planning,,robert.adonyi,05/Feb/18 8:41 AM,05/Feb/18 8:41 AM,,,,,Maintenance Hardware,,,20.0,16.0
CD-2402,1079029,,maint_cor_Facade: MaintStatus & HW info structural change,Task,Closed,Done,robert.adonyi,05/Feb/18 8:44 AM,07/Mar/18 9:44 AM,01/Mar/18 10:14 AM,,,,Maintenance Hardware,,,14.0,20.0
CD-2403,1079034,,Value Loggin for LowLevel Diag,Task,Closed,Done,hleberer,05/Feb/18 9:06 AM,06/Mar/18 4:16 PM,14/Feb/18 3:53 PM,Done in Feb 2018,,,Maintenance Hardware,,,20.0,16.0
CD-2404,1079256,,Info ROM read using Mema-Eiger,Task,Closed,Done,padmaprasad.boopal-c,06/Feb/18 9:46 AM,09/Feb/18 3:14 PM,06/Feb/18 9:53 AM,Done in Jan 2018,,,FPGA,,,6.0,6.0
CD-2405,1079258,,Turnon-wrapper for Eiger HW regression test,Task,Closed,Done,padmaprasad.boopal-c,06/Feb/18 9:55 AM,09/Feb/18 3:14 PM,07/Feb/18 1:08 PM,Done in Jan 2018,,,FPGA,,,4.0,4.0
CD-2406,1079422,,Turnon-wrapper for Eiger HW regression test,Task,Closed,Done,padmaprasad.boopal-c,07/Feb/18 1:07 PM,06/Mar/18 4:16 PM,02/Mar/18 11:45 AM,Done in Feb 2018,,,FPGA,,,40.0,40.0
CD-2407,1079423,,HW UART Packetizer Integration & Testing ,Task,Closed,Done,tanzeelur.rehman,07/Feb/18 1:16 PM,06/Mar/18 4:16 PM,02/Mar/18 4:09 PM,Done in Feb 2018,,,FPGA,,,38.0,38.0
CD-2408,1079539,,Darwin Debug - Oscillation in the Pin Line,Task,Closed,Done,alfredo.moreira,08/Feb/18 7:36 AM,06/Mar/18 4:16 PM,22/Feb/18 7:45 AM,Done in Feb 2018,,,Maintenance Hardware,,,10.0,10.0
CD-2409,1079627,,New Design N2680-26502-001 +002,Task,Closed,Done,muhammad-abdul.jalil,08/Feb/18 11:34 AM,06/Mar/18 4:16 PM,23/Feb/18 9:05 AM,Done in Feb 2018,,,PCB-Layout,,,12.0,12.0
CD-2410,1079634,,Redesign of Sideboard (EK050-26540-002),Task,Closed,Done,bharadwaj.chalamacha,08/Feb/18 11:45 AM,06/Mar/18 4:16 PM,02/Mar/18 9:14 AM,Done in Feb 2018,,,PCB-Layout,,,10.0,8.0
CD-2411,1079637,,Cleanup drawings,Task,Closed,Done,bharadwaj.chalamacha,08/Feb/18 11:49 AM,06/Mar/18 4:16 PM,02/Mar/18 9:16 AM,Done in Feb 2018,,,PCB-Layout,,,3.0,3.0
CD-2412,1079659,,Part Check & Design 2nd Check,Task,Closed,Done,bharadwaj.chalamacha,08/Feb/18 1:09 PM,06/Mar/18 4:16 PM,02/Mar/18 9:16 AM,Done in Feb 2018,,,PCB-Layout,,,13.0,13.0
CD-2413,1080057,,Bug fixing,Task,Closed,Done,robert.adonyi,12/Feb/18 4:16 PM,07/Mar/18 9:44 AM,01/Mar/18 10:15 AM,,,,Maintenance Hardware,,,12.0,10.0
CD-2414,1080185,,Test time reduction and analysis- IFX Proteus,Task,Closed,Done,abhishek.basava,13/Feb/18 10:23 AM,06/Mar/18 4:16 PM,28/Feb/18 1:08 PM,Done in Feb 2018,,,Application Service,,,40.0,41.0
CD-2415,1080417,,Value Loggin for LowLevel Diag,Task,Closed,Done,hleberer,14/Feb/18 3:53 PM,06/Mar/18 4:16 PM,05/Mar/18 12:42 PM,Done in Feb 2018,,,Maintenance Hardware,,,20.0,22.0
CD-2416,1080418,,"CPE, Bugfixing and Support",Task,Closed,Done,hleberer,14/Feb/18 3:54 PM,06/Mar/18 4:16 PM,05/Mar/18 12:41 PM,Done in Feb 2018,,,Maintenance Hardware,,,12.0,17.0
CD-2417,1080654,,8.1.1.2-FVi testcycle on ATH Babi.,Task,Closed,Done,arvind.anche,16/Feb/18 4:00 PM,06/Mar/18 4:16 PM,05/Mar/18 9:37 AM,Done in Feb 2018,,,BBN-TestLab Testing,,,6.0,6.0
CD-2418,1080655,,8.1.1.2-FVi testcycle on STH Anuket.,Task,Closed,Done,arvind.anche,16/Feb/18 4:01 PM,06/Mar/18 4:16 PM,05/Mar/18 9:37 AM,Done in Feb 2018,,,BBN-TestLab Testing,,,4.0,4.0
CD-2419,1080656,,8.1.1.2-RVi testcycle on ATH Babi.,Task,Closed,Done,arvind.anche,16/Feb/18 4:03 PM,06/Mar/18 4:16 PM,05/Mar/18 9:37 AM,Done in Feb 2018,,,BBN-TestLab Testing,,,2.0,2.0
CD-2420,1080657,,8.1.1.2-RVi testcycle on STH Anuket.,Task,Closed,Done,arvind.anche,16/Feb/18 4:03 PM,06/Mar/18 4:16 PM,05/Mar/18 9:37 AM,Done in Feb 2018,,,BBN-TestLab Testing,,,2.0,2.0
CD-2421,1080658,,8.1.2.0-FVi testcycle on ATH Babi.,Task,Closed,Done,arvind.anche,16/Feb/18 4:04 PM,06/Mar/18 4:16 PM,05/Mar/18 9:37 AM,Done in Feb 2018,,,BBN-TestLab Testing,,,6.0,6.0
CD-2422,1080659,,8.1.2.0-FVi testcycle on STH Anuket.,Task,Closed,Done,arvind.anche,16/Feb/18 4:05 PM,06/Mar/18 4:16 PM,05/Mar/18 9:37 AM,Done in Feb 2018,,,BBN-TestLab Testing,,,4.0,4.0
CD-2423,1080806,,Can Node from Low Level Diag HW tree,Task,Pre-Planning,,hleberer,20/Feb/18 9:17 AM,20/Feb/18 9:17 AM,,,,,Maintenance Hardware,,,,
CD-2424,1080807,,EEprom API for Can EEproms in new Maint Frame,Task,Pre-Planning,,hleberer,20/Feb/18 9:18 AM,20/Feb/18 9:20 AM,,,,,Maintenance Hardware,,,,
CD-2425,1080808,,Licensing hook for protected legacy diag tests,Task,Pre-Planning,,hleberer,20/Feb/18 9:19 AM,20/Feb/18 9:19 AM,,,,,Maintenance Hardware,,,,
CD-2426,1080810,,Enable protected legacy tests for new maint frame,Task,Pre-Planning,,hleberer,20/Feb/18 9:20 AM,20/Feb/18 9:20 AM,,,,,Maintenance Hardware,,,,
CD-2427,1081157,,RHEL5 - RHEL7 performance measurements on STH Anubis.,Task,Closed,Done,herbert.graf,22/Feb/18 11:47 AM,06/Mar/18 4:16 PM,05/Mar/18 11:11 AM,Done in Feb 2018,,,BBN-TestLab Testing,,,2.0,2.0
CD-2428,1081158,,RHEL5 - RHEL7 performance measurements on STH Anuket.,Task,Closed,Done,arvind.anche,22/Feb/18 11:47 AM,06/Mar/18 4:16 PM,05/Mar/18 9:53 AM,Done in Feb 2018,,,BBN-TestLab Testing,,,4.0,4.0
CD-2429,1082497,,8.1.2.0-RVi testcycle on ATH Babi.,Task,Closed,Done,arvind.anche,27/Feb/18 2:52 PM,06/Mar/18 4:16 PM,05/Mar/18 9:53 AM,Done in Feb 2018,,,BBN-TestLab Testing,,,2.0,2.0
CD-2430,1082498,,8.1.2.0-RVi testcycle on STH Anuket.,Task,Closed,Done,arvind.anche,27/Feb/18 2:52 PM,06/Mar/18 4:16 PM,05/Mar/18 9:53 AM,Done in Feb 2018,,,BBN-TestLab Testing,,,2.0,2.0
CD-2431,1082499,,sRDI (2.5.1.1) performance measurements on LTH Horus.,Task,Closed,Done,herbert.graf,27/Feb/18 2:53 PM,06/Mar/18 4:16 PM,05/Mar/18 11:15 AM,Done in Feb 2018,,,BBN-TestLab Testing,,,3.0,3.0
CD-2432,1082500,,sRDI (2.5.1.1) performance measurements on STH Anuket.,Task,Closed,Done,arvind.anche,27/Feb/18 2:54 PM,06/Mar/18 4:16 PM,05/Mar/18 9:53 AM,Done in Feb 2018,,,BBN-TestLab Testing,,,2.0,2.0
CD-2433,1082523,,8.1.1.2-FVi testcycle on LTH Horus.,Task,Closed,Done,herbert.graf,27/Feb/18 5:06 PM,06/Mar/18 4:16 PM,05/Mar/18 11:15 AM,Done in Feb 2018,,,BBN-TestLab Testing,,,4.0,4.0
CD-2434,1082524,,8.1.1.2-FVi testcycle on STH Anubis.,Task,Closed,Done,herbert.graf,27/Feb/18 5:19 PM,06/Mar/18 4:16 PM,05/Mar/18 11:13 AM,Done in Feb 2018,,,BBN-TestLab Testing,,,4.0,4.0
CD-2435,1082525,,8.1.1.2-RVi testcycle on STH Anubis.,Task,Closed,Done,herbert.graf,27/Feb/18 5:24 PM,06/Mar/18 4:16 PM,05/Mar/18 11:16 AM,Done in Feb 2018,,,BBN-TestLab Testing,,,2.0,2.0
CD-2436,1082527,,8.1.1.2-RVi testcycle on LTH Horus.,Task,Closed,Done,herbert.graf,27/Feb/18 5:24 PM,06/Mar/18 4:16 PM,05/Mar/18 11:15 AM,Done in Feb 2018,,,BBN-TestLab Testing,,,2.0,2.0
CD-2437,1082528,,8.1.2.0-FVi testcycle on STH Anubis.,Task,Closed,Done,herbert.graf,27/Feb/18 5:25 PM,06/Mar/18 4:16 PM,05/Mar/18 11:14 AM,Done in Feb 2018,,,BBN-TestLab Testing,,,3.0,3.0
CD-2438,1082529,,8.1.2.0-RVi testcycle on STH Anubis.,Task,Closed,Done,herbert.graf,27/Feb/18 5:26 PM,06/Mar/18 4:16 PM,05/Mar/18 11:18 AM,Done in Feb 2018,,,BBN-TestLab Testing,,,2.5,2.5
CD-2439,1082530,,8.1.2.0-FVi testcycle on LTH Horus.,Task,Closed,Done,herbert.graf,27/Feb/18 5:26 PM,06/Mar/18 4:16 PM,05/Mar/18 11:17 AM,Done in Feb 2018,,,BBN-TestLab Testing,,,4.0,4.0
CD-2440,1082531,,8.1.2.0-RVi testcycle on LTH Horus.,Task,Closed,Done,herbert.graf,27/Feb/18 5:27 PM,06/Mar/18 4:16 PM,05/Mar/18 11:14 AM,Done in Feb 2018,,,BBN-TestLab Testing,,,2.0,2.0
CD-2441,1082736,,Darwin Correlation Task - Start Testing the Calibration Algorithms,Task,Open,,alfredo.moreira,28/Feb/18 11:21 AM,05/Mar/18 3:28 PM,,,,,Maintenance Hardware,,,10.0,0.0
CD-2442,1082737,,Python PMU Cal. - Starting Making Corrections on the Code ,Task,Open,,alfredo.moreira,28/Feb/18 11:23 AM,05/Mar/18 3:27 PM,,,,,Maintenance Hardware,,,24.0,0.0
CD-2443,1082748,,SmarTest 7.5 update and TLE9180 Offline coding,Task,Closed,Done,wilfredo.nazareno,28/Feb/18 12:00 PM,06/Mar/18 4:16 PM,28/Feb/18 12:12 PM,Done in Feb 2018,,,Application Service,,,14.0,14.0
CD-2444,1082938,,Bug fixing,Task,Work In Progress,,robert.adonyi,01/Mar/18 10:10 AM,09/Mar/18 9:24 AM,,,,,Maintenance Hardware,,,12.0,5.0
CD-2445,1082955,,"CPE, Bugfixing & Support",Task,Open,,elvedin.mustafic,01/Mar/18 11:02 AM,01/Mar/18 11:04 AM,,,,,Maintenance Hardware,,,20.0,0.0
CD-2446,1082989,,Part Check & Design 2nd Check,Task,Work In Progress,,bharadwaj.chalamacha,01/Mar/18 1:30 PM,02/Mar/18 9:19 AM,,,,,PCB-Layout,,,6.0,
CD-2447,1083004,,Create a Zenith Service to Access External Instruments,Task,Work In Progress,,alfredo.moreira,01/Mar/18 4:01 PM,02/Mar/18 8:04 AM,,,,,Maintenance Hardware,,,4.0,4.0
CD-2448,1083092,,Part Check,Task,Pre-Planning,,,02/Mar/18 8:29 AM,02/Mar/18 8:29 AM,,,,,PCB-Layout,,,,
CD-2449,1083093,,Part Check,Task,Pre-Planning,,,02/Mar/18 8:29 AM,02/Mar/18 8:29 AM,,,,,PCB-Layout,,,,
CD-2450,1083095,,Part Setup,Task,Work In Progress,,prabhavathy.venkatac,02/Mar/18 8:33 AM,09/Mar/18 9:51 AM,,,,,PCB-Layout,,,36.0,
CD-2451,1083105,,Redesign of EK051-26502-002,Task,Work In Progress,,bharadwaj.chalamacha,02/Mar/18 9:12 AM,09/Mar/18 2:07 PM,,,,,PCB-Layout,,,10.0,
CD-2452,1083107,,Redesign of Sideboard (EK050-26540-002),Task,Work In Progress,,bharadwaj.chalamacha,02/Mar/18 9:14 AM,09/Mar/18 2:06 PM,,,,,PCB-Layout,,,20.0,
CD-2453,1083146,,Turn-On Wrapper : Function for Pogo to GeoTag Mapping,Task,Work In Progress,,padmaprasad.boopal-c,02/Mar/18 11:48 AM,06/Mar/18 11:22 AM,,,,,FPGA,,,20.0,
CD-2454,1083383,,Create Ruby Script to Test and Perfrom the PMU Calibrations,Task,Work In Progress,,alfredo.moreira,05/Mar/18 9:08 AM,09/Mar/18 7:28 AM,,,,,Maintenance Hardware,,,8.0,8.0
CD-2455,1083406,,BBN-Testlab device maintenance/device transfer from Aton to Bastet.,Task,Closed,Done,thejesh.khatokar,05/Mar/18 10:21 AM,06/Mar/18 4:16 PM,05/Mar/18 11:31 AM,Done in Feb 2018,,,BBN-TestLab Testing,,,8.0,8.0
CD-2456,1083407,,7.4.4.0-RVi testcycle on ATH Babi.,Task,Closed,Done,arvind.anche,05/Mar/18 10:24 AM,06/Mar/18 4:16 PM,05/Mar/18 11:20 AM,Done in Feb 2018,,,BBN-TestLab Testing,,,4.0,4.0
CD-2457,1083408,,7.4.4.0-RVi testcycle on ATH Ipet.,Task,Closed,Done,arvind.anche,05/Mar/18 10:25 AM,06/Mar/18 4:16 PM,05/Mar/18 11:20 AM,Done in Feb 2018,,,BBN-TestLab Testing,,,1.0,1.0
CD-2458,1083409,,7.4.4.0-RVi testcycle on LTH Horus.,Task,Closed,Done,herbert.graf,05/Mar/18 10:26 AM,06/Mar/18 4:16 PM,05/Mar/18 11:18 AM,Done in Feb 2018,,,BBN-TestLab Testing,,,1.0,1.0
CD-2459,1083410,,7.4.4.0-RVi testcycle on STH Anuket.,Task,Closed,Done,thejesh.khatokar,05/Mar/18 10:27 AM,06/Mar/18 4:16 PM,05/Mar/18 11:31 AM,Done in Feb 2018,,,BBN-TestLab Testing,,,2.0,2.0
CD-2460,1083411,,7.4.4.0-RVi testcycle on STH Anubis.,Task,Closed,Done,herbert.graf,05/Mar/18 10:27 AM,06/Mar/18 4:16 PM,05/Mar/18 11:18 AM,Done in Feb 2018,,,BBN-TestLab Testing,,,3.0,3.0
CD-2461,1083414,,7.4.4.0-RVi testcycle on STH Heket.,Task,Closed,Done,herbert.graf,05/Mar/18 10:28 AM,06/Mar/18 4:16 PM,05/Mar/18 11:18 AM,Done in Feb 2018,,,BBN-TestLab Testing,,,2.5,2.5
CD-2462,1083436,,DIEM Instance Extension in CBPP,Task,Open,,tanzeelur.rehman,05/Mar/18 12:21 PM,05/Mar/18 2:27 PM,,,,,FPGA,,,40.0,
CD-2463,1083446,,"CPE, Bugfixing and Support",Task,Work In Progress,,hleberer,05/Mar/18 1:36 PM,05/Mar/18 2:42 PM,,,,,Maintenance Hardware,,,24.0,6.0
CD-2464,1083451,,embedded compensation,Task,Pre-Planning,,eduard.stefes,05/Mar/18 1:44 PM,05/Mar/18 1:46 PM,,,,,Maintenance Hardware,,,,
CD-2465,1083453,1083451,EmbComp - Parser,Sub-task,Closed,Done,eduard.stefes,05/Mar/18 1:45 PM,06/Mar/18 4:16 PM,05/Mar/18 1:46 PM,Done in Feb 2018,,,Maintenance Hardware,,,20.0,20.0
CD-2466,1083454,1077164,CG124 Loadboard Check - BOSCH,Sub-task,Work In Progress,,asad-ahmed.ansari,05/Mar/18 1:45 PM,07/Mar/18 10:41 AM,,,,,Application Service,,,22.0,
CD-2467,1083455,1083451,"EmbComp - Compensator ""Array""",Sub-task,Work In Progress,,eduard.stefes,05/Mar/18 1:48 PM,05/Mar/18 2:09 PM,,,,,Maintenance Hardware,,,40.0,
CD-2468,1083457,1083451,"EmbComp - Compensator ""PointList""",Sub-task,Pre-Planning,,eduard.stefes,05/Mar/18 1:50 PM,05/Mar/18 1:50 PM,,,,,Maintenance Hardware,,,,
CD-2469,1083458,1083451,"EmbComp - Compensator ""MultiArray""",Sub-task,Pre-Planning,,eduard.stefes,05/Mar/18 1:50 PM,05/Mar/18 1:50 PM,,,,,Maintenance Hardware,,,,
CD-2471,1083467,,HW UART Packetizer Integration & Testing ,Task,Open,,tanzeelur.rehman,05/Mar/18 2:23 PM,05/Mar/18 2:24 PM,,,,,FPGA,,,38.0,
CD-2472,1083481,,RHEL5.11 VM performance measurements on STH Anuket.,Task,Ready for Acceptance,Done,thejesh.khatokar,05/Mar/18 3:27 PM,07/Mar/18 10:58 AM,07/Mar/18 10:58 AM,,,,BBN-TestLab Testing,,,,
CD-2473,1083482,,RHEL5.11 VM performance measurements on LTH Horus.,Task,Estimated,,herbert.graf,05/Mar/18 3:28 PM,06/Mar/18 9:23 AM,,,,,BBN-TestLab Testing,,,,
CD-2474,1083484,,Validate TCAPI - main_cor_Facade outputs,Task,Work In Progress,,robert.adonyi,05/Mar/18 3:32 PM,05/Mar/18 3:32 PM,,,,,Maintenance Hardware,,,12.0,2.0
CD-2475,1083603,,"Improved Generation of the Ruby IFrameStrings, Prepare new Zenith Service",Task,Work In Progress,,alfredo.moreira,06/Mar/18 7:31 AM,06/Mar/18 7:31 AM,,,,,Maintenance Hardware,,,2.0,2.0
CD-2477,1083715,,High Power Setup with FVI16 instrument - IFX,Task,Work In Progress,,wassim.dhokar,06/Mar/18 1:22 PM,07/Mar/18 9:54 AM,,,,,Application Service,,,,
CD-2478,1083716,,9320 - IDT,Task,Open,,terry.payet,06/Mar/18 1:24 PM,06/Mar/18 1:26 PM,,,,,Application Service,,,13.0,
CD-2479,1083718,,Test time reduction and analysis- IFX Proteus,Task,Open,,abhishek.basava,06/Mar/18 1:28 PM,06/Mar/18 2:06 PM,,,,,Application Service,,,,
CD-2480,1083724,,SmarTest 7.5 update and TLE9180 Offline coding,Task,Open,,wilfredo.nazareno,06/Mar/18 1:53 PM,06/Mar/18 2:07 PM,,,,,Application Service,,,,
CD-2481,1083770,,Multiport Capabilities for Spectrum analyser,Task,Closed,Done,serdar.hekimhan,06/Mar/18 4:12 PM,07/Mar/18 9:44 AM,07/Mar/18 8:40 AM,,,,Maintenance Hardware,,,10.0,10.0
