Issue key,Issue id,Parent id,Summary,Issue Type,Status,Resolution,Assignee,Created,Updated,Resolved,Fix Version/s,Fix Version/s,Fix Version/s,Component/s,Component/s,Component/s,Custom field (Estimated Points),Custom field (Actual Points)
CD-2248,1067359,,Uart packetizer implementation in RTL for ZYNQ CB,Task,Closed,Done,tanzeelur.rehman,28/Nov/17 2:43 PM,19/Jan/18 11:39 AM,21/Dec/17 4:28 PM,Done in Dec 2017,,,FPGA,,,15.0,10.0
CD-2249,1067360,,DIEM Interface Implementation for System Control Board-ZYNQ,Task,Closed,Done,tanzeelur.rehman,28/Nov/17 2:45 PM,19/Jan/18 11:39 AM,21/Dec/17 4:28 PM,Done in Dec 2017,,,FPGA,,,15.0,20.0
CD-2250,1067400,,IFX TLE9180 Test Plan Creation,Task,Closed,Done,wilfredo.nazareno,28/Nov/17 9:38 PM,07/Dec/17 4:48 PM,30/Nov/17 3:13 PM,Done in Nov 2017,,,Application Service,,,13.0,13.0
CD-2251,1067547,,8.1.1.0-FVi testcycle on ATH Babi.,Task,Closed,Done,arvind.anche,29/Nov/17 9:13 AM,07/Dec/17 4:47 PM,01/Dec/17 9:14 AM,Done in Nov 2017,,,BBN-TestLab Testing,,,4.0,4.0
CD-2252,1067548,,8.1.1.0-FVi testcycle on STH Anuket.,Task,Closed,Done,arvind.anche,29/Nov/17 9:14 AM,07/Dec/17 4:47 PM,01/Dec/17 9:14 AM,Done in Nov 2017,,,BBN-TestLab Testing,,,4.0,4.0
CD-2253,1067549,,8.1.1.0-FVi testcycle on STH Anubis.,Task,Closed,Done,herbert.graf,29/Nov/17 9:15 AM,07/Dec/17 4:48 PM,29/Nov/17 12:04 PM,Done in Nov 2017,,,BBN-TestLab Testing,,,1.5,1.5
CD-2254,1067550,,8.1.1.0-FVi testcycle on LTH Horus.,Task,Closed,Done,herbert.graf,29/Nov/17 9:15 AM,07/Dec/17 4:48 PM,29/Nov/17 12:04 PM,Done in Nov 2017,,,BBN-TestLab Testing,,,2.0,2.0
CD-2255,1067563,,New design of E6978-26553,Task,Closed,Done,muhammad-abdul.jalil,29/Nov/17 10:18 AM,19/Jan/18 11:39 AM,01/Dec/17 2:23 PM,Done in Dec 2017,,,PCB-Layout,,,4.0,4.0
CD-2256,1067565,,Redesign of E8023-26502,Task,Closed,Done,muhammad-abdul.jalil,29/Nov/17 10:20 AM,19/Jan/18 11:39 AM,09/Jan/18 10:17 AM,Done in Dec 2017,,,PCB-Layout,,,10.0,10.0
CD-2257,1067566,,Redesign of E8023-26501,Task,Closed,Done,muhammad-abdul.jalil,29/Nov/17 10:21 AM,19/Jan/18 11:39 AM,02/Jan/18 8:04 AM,Done in Dec 2017,,,PCB-Layout,,,4.0,4.0
CD-2258,1067567,,Redesign of E8023-26503,Task,Closed,Done,muhammad-abdul.jalil,29/Nov/17 10:22 AM,19/Jan/18 11:39 AM,02/Jan/18 8:05 AM,Done in Dec 2017,,,PCB-Layout,,,4.0,4.0
CD-2259,1067568,,Redesign of E8023-26504,Task,Closed,Done,muhammad-abdul.jalil,29/Nov/17 10:25 AM,19/Jan/18 11:39 AM,02/Jan/18 8:05 AM,Done in Dec 2017,,,PCB-Layout,,,4.0,4.0
CD-2260,1067569,,Redesign of EK601-26502-002,Task,Closed,Done,bharadwaj.chalamacha,29/Nov/17 10:27 AM,19/Jan/18 11:39 AM,09/Jan/18 10:12 AM,Done in Dec 2017,,,PCB-Layout,,,32.0,27.0
CD-2261,1067613,,CG124 Loadboard Check - BOSCH,New Feature,Closed,Done,asad-ahmed.ansari,29/Nov/17 2:40 PM,07/Dec/17 4:48 PM,29/Nov/17 4:23 PM,Done in Nov 2017,,,Application Service,,,20.0,20.0
CD-2262,1067623,,P91E0 Test Time Reduction - IDT,Enhancement,Closed,Done,terry.payet,29/Nov/17 3:40 PM,07/Dec/17 4:48 PM,29/Nov/17 4:27 PM,Done in Nov 2017,,,Application Service,,,10.0,10.0
CD-2263,1067694,,Darwin Correlation Task - Test the code of the new branch,Task,Closed,Done,alfredo.moreira,30/Nov/17 8:31 AM,07/Dec/17 4:48 PM,30/Nov/17 12:32 PM,Done in Nov 2017,,,Maintenance Hardware,,,4.0,2.0
CD-2264,1067759,,IFX TLE9180 Test Plan Creation,Task,Closed,Done,abhishek.basava,30/Nov/17 8:51 AM,07/Dec/17 4:48 PM,30/Nov/17 3:15 PM,Done in Nov 2017,,,Application Service,,,14.0,14.0
CD-2265,1067823,,Darwin Correlation Task - Test the code of the new branch,Task,Closed,Done,alfredo.moreira,30/Nov/17 12:27 PM,19/Jan/18 11:39 AM,06/Dec/17 2:29 PM,Done in Dec 2017,,,Maintenance Hardware,,,2.0,2.0
CD-2266,1067824,,Darwin Correlation Task - Add control of the Voltage and Current Clamps,Task,Closed,Done,alfredo.moreira,30/Nov/17 12:31 PM,19/Jan/18 11:39 AM,06/Dec/17 2:29 PM,Done in Dec 2017,,,Maintenance Hardware,,,6.0,6.0
CD-2267,1067829,,IFX TLE9180 Test Plan Creation,Task,Closed,Done,shubhangi.saxena,30/Nov/17 1:04 PM,09/Jan/18 2:43 PM,30/Nov/17 3:16 PM,Done in Nov 2017,,,Application Service,,,42.0,42.0
CD-2268,1067838,,"CPE, Bugfixing and Support",Task,Closed,Done,hleberer,30/Nov/17 1:46 PM,10/Jan/18 1:19 PM,30/Nov/17 2:01 PM,Done in Nov 2017,,,Maintenance Hardware,,,12.0,18.0
CD-2269,1067844,,Provide Generic Task for low level mpois,Task,Closed,Done,hleberer,30/Nov/17 2:16 PM,07/Dec/17 4:48 PM,30/Nov/17 2:20 PM,Done in Nov 2017,,,Maintenance Hardware,,,30.0,23.0
CD-2270,1067847,,Ram Up 20%,Task,Closed,Done,serdar.hekimhan,30/Nov/17 2:21 PM,07/Dec/17 4:48 PM,30/Nov/17 2:23 PM,Done in Nov 2017,,,Maintenance Hardware,,,8.0,8.0
CD-2272,1067875,,maint_cor_Facade: HW info structural change,Task,Closed,Done,robert.adonyi,30/Nov/17 4:11 PM,19/Jan/18 11:39 AM,11/Jan/18 9:14 AM,Done in Dec 2017,,,Maintenance Hardware,,,17.0,14.0
CD-2273,1067876,,Bug fixing,Task,Closed,Done,robert.adonyi,30/Nov/17 4:12 PM,19/Jan/18 11:39 AM,11/Jan/18 9:14 AM,Done in Dec 2017,,,Maintenance Hardware,,,12.0,4.0
CD-2274,1067877,,FRU Support in HW Tree,Task,Closed,Done,robert.adonyi,30/Nov/17 4:13 PM,19/Jan/18 11:39 AM,11/Jan/18 9:16 AM,Done in Dec 2017,,,Maintenance Hardware,,,5.0,2.0
CD-2276,1067879,,"CPE, Bugfixing and Support",Task,Closed,Done,hleberer,30/Nov/17 4:14 PM,05/Feb/18 9:27 AM,10/Jan/18 1:37 PM,Done in Dec 2017,,,Maintenance Hardware,,,12.0,12.0
CD-2277,1067880,,VariantRegistry Refactoring,Task,Closed,Done,elvedin.mustafic,30/Nov/17 4:14 PM,19/Jan/18 11:39 AM,11/Jan/18 9:16 AM,Done in Dec 2017,,,Maintenance Hardware,,,15.0,10.0
CD-2278,1067881,,"CPE, Bugfixing & Support",Task,Closed,Done,elvedin.mustafic,30/Nov/17 4:15 PM,19/Jan/18 11:39 AM,11/Jan/18 9:15 AM,Done in Dec 2017,,,Maintenance Hardware,,,10.0,3.0
CD-2279,1068519,,MaintStatusChanged notification in Facade (continued),Task,Closed,Done,robert.adonyi,06/Dec/17 8:45 AM,19/Jan/18 11:39 AM,11/Jan/18 9:15 AM,Done in Dec 2017,,,Maintenance Hardware,,,1.0,1.0
CD-2280,1068825,,Darwin Correlation Task - Create test plan to test the PMU Clamp and process the data,Task,Closed,Done,alfredo.moreira,07/Dec/17 9:44 AM,19/Jan/18 11:39 AM,12/Dec/17 7:28 AM,Done in Dec 2017,,,Maintenance Hardware,,,6.0,6.0
CD-2281,1068868,,CG124 Loadboard Check - BOSCH,New Feature,Closed,Done,asad-ahmed.ansari,07/Dec/17 2:38 PM,19/Jan/18 11:39 AM,13/Dec/17 11:01 AM,Done in Dec 2017,,,Application Service,,,22.0,22.0
CD-2282,1068869,,P91E0 Test Time Reduction - IDT,Enhancement,Closed,Done,terry.payet,07/Dec/17 2:40 PM,19/Jan/18 11:39 AM,13/Dec/17 9:49 AM,Done in Dec 2017,,,Application Service,,,12.0,12.0
CD-2283,1068870,,High Power Setup with FVI16 instrument - IFX,New Feature,Closed,Done,wassim.dhokar,07/Dec/17 2:49 PM,19/Jan/18 11:39 AM,14/Dec/17 5:19 PM,Done in Dec 2017,,,Application Service,,,24.0,24.0
CD-2284,1069022,,Turn on A-Driver,Task,Closed,Done,eduard.stefes,08/Dec/17 1:09 PM,19/Jan/18 11:39 AM,11/Jan/18 9:07 AM,Done in Dec 2017,,,Maintenance Hardware,,,12.0,12.0
CD-2285,1069023,,Turn on Special Driver Modes,Task,Closed,Done,eduard.stefes,08/Dec/17 1:11 PM,19/Jan/18 11:39 AM,11/Jan/18 9:09 AM,Done in Dec 2017,,,Maintenance Hardware,,,20.0,20.0
CD-2286,1069152,1066707,Test Driver offline,Sub-task,Pre-Planning,,serdar.hekimhan,11/Dec/17 9:13 AM,11/Jan/18 9:34 AM,,,,,Maintenance Hardware,,,20.0,
CD-2287,1069153,1066707,test driver online,Sub-task,Pre-Planning,,serdar.hekimhan,11/Dec/17 9:14 AM,11/Jan/18 9:39 AM,,,,,Maintenance Hardware,,,20.0,
CD-2288,1069200,,"MPOI resolution must work for ""variant splits"" even if the HW structure of the variants differs",Task,Closed,Done,elvedin.mustafic,11/Dec/17 1:09 PM,19/Jan/18 11:39 AM,11/Jan/18 10:25 AM,Done in Dec 2017,,,Maintenance Hardware,,,20.0,19.0
CD-2289,1069278,,Darwin Correlation Task - Add code to allow the PMU Voltage and Current Force calibration testing,Task,Closed,Done,alfredo.moreira,12/Dec/17 7:30 AM,19/Jan/18 11:39 AM,18/Dec/17 8:52 AM,Done in Dec 2017,,,Maintenance Hardware,,,10.0,10.0
CD-2290,1069556,,IFX TLE9180 Test Plan Creation,Task,Closed,Done,wilfredo.nazareno,13/Dec/17 11:10 AM,19/Jan/18 11:39 AM,09/Jan/18 2:36 PM,Done in Dec 2017,,,Application Service,,,24.0,24.0
CD-2291,1069604,,Test time reduction and analysis- IFX,Task,Closed,Done,abhishek.basava,13/Dec/17 3:00 PM,19/Jan/18 11:39 AM,09/Jan/18 2:40 PM,Done in Dec 2017,,,Application Service,,,22.0,22.0
CD-2292,1069607,,Display DIB from VUS - Changes to display using ArtyS7 for pcaRev9,Task,Closed,Done,padmaprasad.boopal-c,13/Dec/17 3:32 PM,19/Jan/18 11:39 AM,08/Jan/18 8:27 AM,Done in Dec 2017,,,FPGA,,,2.0,2.0
CD-2293,1069615,,maint_cor_Facade process transaction mutex,Task,Closed,Done,robert.adonyi,13/Dec/17 4:17 PM,19/Jan/18 11:39 AM,11/Jan/18 9:15 AM,Done in Dec 2017,,,Maintenance Hardware,,,2.0,2.0
CD-2295,1071046,,7.5.0.0-2i  testcycle on ATH Babi.,Task,Closed,Done,arvind.anche,20/Dec/17 8:58 AM,19/Jan/18 11:39 AM,20/Dec/17 11:23 AM,Done in Dec 2017,,,BBN-TestLab Testing,,,2.0,2.0
CD-2296,1071048,,7.5.0.0-2i  testcycle on ATH Ipet.,Task,Closed,Done,arvind.anche,20/Dec/17 8:59 AM,19/Jan/18 11:39 AM,20/Dec/17 11:23 AM,Done in Dec 2017,,,BBN-TestLab Testing,,,2.0,2.0
CD-2297,1071051,,7.5.0.0-2i  testcycle on STH Anuket.,Task,Closed,Done,arvind.anche,20/Dec/17 9:03 AM,19/Jan/18 11:39 AM,20/Dec/17 11:23 AM,Done in Dec 2017,,,BBN-TestLab Testing,,,2.0,2.0
CD-2298,1071053,,8.1.1.0-RVi testcycle on ATH Babi.,Task,Closed,Done,arvind.anche,20/Dec/17 9:11 AM,19/Jan/18 11:39 AM,12/Jan/18 9:31 AM,Done in Dec 2017,,,BBN-TestLab Testing,,,8.0,8.0
CD-2299,1071054,,8.1.1.0-RVi testcycle on STH Anuket.,Task,Closed,Done,arvind.anche,20/Dec/17 9:12 AM,19/Jan/18 11:39 AM,12/Jan/18 9:31 AM,Done in Dec 2017,,,BBN-TestLab Testing,,,8.0,8.0
CD-2300,1071056,,7.4.3.5-RVi testcycle on ATH Babi.,Task,Closed,Done,arvind.anche,20/Dec/17 9:18 AM,19/Jan/18 11:39 AM,20/Dec/17 11:25 AM,Done in Dec 2017,,,BBN-TestLab Testing,,,1.0,1.0
CD-2301,1071057,,7.4.3.5-RVi testcycle on ATH Ipet.,Task,Closed,Done,arvind.anche,20/Dec/17 9:18 AM,19/Jan/18 11:39 AM,20/Dec/17 11:25 AM,Done in Dec 2017,,,BBN-TestLab Testing,,,1.0,1.0
CD-2302,1071074,,7.4.4.0-1i testcycle on ATH Babi.,Task,Closed,Done,arvind.anche,20/Dec/17 10:15 AM,19/Jan/18 11:39 AM,20/Dec/17 11:25 AM,Done in Dec 2017,,,BBN-TestLab Testing,,,1.0,1.0
CD-2303,1071075,,7.4.4.0-1i testcycle on ATH Ipet.,Task,Closed,Done,arvind.anche,20/Dec/17 10:15 AM,19/Jan/18 11:39 AM,20/Dec/17 11:26 AM,Done in Dec 2017,,,BBN-TestLab Testing,,,1.0,1.0
CD-2304,1071076,,7.4.4.0-1i testcycle on STH Anuket.,Task,Closed,Done,arvind.anche,20/Dec/17 10:16 AM,19/Jan/18 11:39 AM,20/Dec/17 11:26 AM,Done in Dec 2017,,,BBN-TestLab Testing,,,1.0,1.0
CD-2305,1071093,,8.1.1.0-RVi testcycle on STH Anubis.,Task,Closed,Done,herbert.graf,20/Dec/17 11:33 AM,19/Jan/18 11:39 AM,29/Dec/17 8:21 AM,Done in Dec 2017,,,BBN-TestLab Testing,,,6.0,6.0
CD-2306,1071094,,8.1.1.0-RVi testcycle on STH Horus.,Task,Closed,Done,herbert.graf,20/Dec/17 11:35 AM,19/Jan/18 11:39 AM,29/Dec/17 8:26 AM,Done in Dec 2017,,,BBN-TestLab Testing,,,6.0,6.0
CD-2307,1071095,,7.5.0.0-2i  testcycle on STH Anubis.,Task,Closed,Done,herbert.graf,20/Dec/17 11:36 AM,19/Jan/18 11:39 AM,29/Dec/17 8:25 AM,Done in Dec 2017,,,BBN-TestLab Testing,,,4.0,4.0
CD-2308,1071096,,7.5.0.0-2i  testcycle on LTH Horus.,Task,Closed,Done,herbert.graf,20/Dec/17 11:38 AM,19/Jan/18 11:39 AM,29/Dec/17 8:26 AM,Done in Dec 2017,,,BBN-TestLab Testing,,,4.0,4.0
CD-2309,1071099,,7.4.4.0-1i testcycle on STH Anubis.,Task,Closed,Done,herbert.graf,20/Dec/17 11:44 AM,19/Jan/18 11:39 AM,29/Dec/17 8:24 AM,Done in Dec 2017,,,BBN-TestLab Testing,,,2.5,2.5
CD-2310,1071100,,7.4.4.0-1i testcycle on STH Heket.,Task,Closed,Done,herbert.graf,20/Dec/17 11:45 AM,19/Jan/18 11:39 AM,29/Dec/17 8:25 AM,Done in Dec 2017,,,BBN-TestLab Testing,,,2.0,2.0
CD-2311,1071102,,7.4.4.0-1i testcycle on LTH Horus.,Task,Closed,Done,herbert.graf,20/Dec/17 11:46 AM,19/Jan/18 11:39 AM,29/Dec/17 8:24 AM,Done in Dec 2017,,,BBN-TestLab Testing,,,3.0,3.0
CD-2312,1071103,,7.4.3.5-RVi testcycle on STH Anubis.,Task,Closed,Done,herbert.graf,20/Dec/17 11:47 AM,19/Jan/18 11:39 AM,29/Dec/17 8:24 AM,Done in Dec 2017,,,BBN-TestLab Testing,,,1.0,1.0
CD-2313,1071104,,7.4.3.5-RVi testcycle on LTH Horus.,Task,Closed,Done,herbert.graf,20/Dec/17 11:49 AM,19/Jan/18 11:39 AM,29/Dec/17 8:25 AM,Done in Dec 2017,,,BBN-TestLab Testing,,,1.5,1.5
CD-2314,1071278,,Analyzing and fixing lock order violation issues,Task,Closed,Done,robert.adonyi,21/Dec/17 2:06 PM,19/Jan/18 11:39 AM,11/Jan/18 9:15 AM,Done in Dec 2017,,,Maintenance Hardware,,,12.0,4.0
CD-2315,1072667,,Finish Redesign of EK601-26502-002,Task,Closed,Done,bharadwaj.chalamacha,09/Jan/18 9:06 AM,09/Feb/18 3:14 PM,08/Feb/18 11:44 AM,Done in Jan 2018,,,PCB-Layout,,,16.0,24.0
CD-2316,1072668,,Part Setup,Task,Closed,Done,prabhavathy.venkatac,09/Jan/18 9:09 AM,09/Feb/18 3:14 PM,08/Feb/18 11:52 AM,Done in Jan 2018,,,PCB-Layout,,,36.0,36.0
CD-2317,1072670,,Redesign of Sideboard (EK050-26540-002),Task,Closed,Done,bharadwaj.chalamacha,09/Jan/18 9:11 AM,09/Feb/18 3:14 PM,08/Feb/18 11:44 AM,Done in Jan 2018,,,PCB-Layout,,,10.0,10.0
CD-2318,1072671,,New Design N2680-26502-001,Task,Closed,Done,muhammad-abdul.jalil,09/Jan/18 9:12 AM,09/Feb/18 3:14 PM,02/Feb/18 2:53 PM,Done in Jan 2018,,,PCB-Layout,,,18.0,18.0
CD-2319,1072672,,Finish Change of E8023-26502,Task,Closed,Done,muhammad-abdul.jalil,09/Jan/18 9:13 AM,09/Feb/18 3:14 PM,12/Jan/18 10:07 AM,Done in Jan 2018,,,PCB-Layout,,,10.0,10.0
CD-2320,1072752,,IFX TLE9180 Test Plan Creation,Task,Closed,Done,shubhangi.saxena,09/Jan/18 2:43 PM,19/Jan/18 11:39 AM,09/Jan/18 2:44 PM,Done in Dec 2017,,,Application Service,,,12.0,12.0
CD-2321,1072759,,Darwin Correlation Task - Update branch,Task,Closed,Done,alfredo.moreira,09/Jan/18 3:17 PM,09/Feb/18 3:14 PM,01/Feb/18 7:37 AM,Done in Jan 2018,,,Maintenance Hardware,,,4.0,4.0
CD-2322,1072821,,Redesign of E8028-26510,Task,Closed,Done,muhammad-abdul.jalil,10/Jan/18 8:56 AM,09/Feb/18 3:14 PM,18/Jan/18 12:35 PM,Done in Jan 2018,,,PCB-Layout,,,8.0,8.0
CD-2323,1072889,,RSU: Enhance  Read/Write performance for VUS to QSPI Flash,Task,Closed,Done,padmaprasad.boopal-c,10/Jan/18 3:10 PM,09/Feb/18 3:14 PM,06/Feb/18 9:53 AM,Done in Jan 2018,,,FPGA,,,20.0,20.0
CD-2324,1072973,,Darwin Correlation Task - Start Testing the Calibration Algorithms,Task,Closed,Done,alfredo.moreira,11/Jan/18 8:45 AM,09/Feb/18 3:14 PM,01/Feb/18 7:37 AM,Done in Jan 2018,,,Maintenance Hardware,,,20.0,20.0
CD-2325,1072974,,"MPOI resolution must work for ""variant splits"" even if the HW structure of the variants differs",Task,Closed,Done,elvedin.mustafic,11/Jan/18 8:47 AM,09/Feb/18 3:14 PM,05/Feb/18 8:50 AM,Done in Jan 2018,,,Maintenance Hardware,,,20.0,21.0
CD-2326,1072975,,"CPE, Bugfixing & Support",Task,Closed,Done,elvedin.mustafic,11/Jan/18 8:47 AM,09/Feb/18 3:14 PM,05/Feb/18 8:50 AM,Done in Jan 2018,,,Maintenance Hardware,,,10.0,6.0
CD-2327,1072976,,Diag Status,Task,Pre-Planning,,elvedin.mustafic,11/Jan/18 8:48 AM,11/Jan/18 8:48 AM,,,,,Maintenance Hardware,,,,
CD-2328,1072977,,maint_cor_Facade: MaintStatus & HW info structural change,Task,Closed,Done,robert.adonyi,11/Jan/18 8:49 AM,09/Feb/18 3:14 PM,05/Feb/18 8:51 AM,Done in Jan 2018,,,Maintenance Hardware,,,14.0,12.0
CD-2329,1072978,,Bug fixing,Task,Closed,Done,robert.adonyi,11/Jan/18 8:49 AM,12/Feb/18 4:16 PM,05/Feb/18 8:52 AM,Done in Jan 2018,,,Maintenance Hardware,,,12.0,3.0
CD-2330,1072979,,Facade Task Execution,Task,Closed,Done,robert.adonyi,11/Jan/18 8:52 AM,09/Feb/18 3:14 PM,05/Feb/18 8:51 AM,Done in Jan 2018,,,Maintenance Hardware,,,20.0,16.0
CD-2331,1072983,,Create complete statistics for A/AB Driver,Task,Closed,Done,eduard.stefes,11/Jan/18 9:10 AM,09/Feb/18 3:14 PM,01/Feb/18 9:52 AM,Done in Jan 2018,,,Maintenance Hardware,,,20.0,20.0
CD-2332,1073138,,sRDI (2.5.0.3) performance measurements on LTH Horus.,Task,Closed,Done,herbert.graf,12/Jan/18 8:02 AM,09/Feb/18 3:14 PM,01/Feb/18 4:58 PM,Done in Jan 2018,,,BBN-TestLab Testing,,,2.0,2.0
CD-2333,1073139,,sRDI (2.5.0.3) performance measurements on STH Anuket.,Task,Closed,Done,arvind.anche,12/Jan/18 8:02 AM,09/Feb/18 3:14 PM,30/Jan/18 2:25 PM,Done in Jan 2018,,,BBN-TestLab Testing,,,2.0,2.0
CD-2334,1073149,,Finish EK060-26594 and EK060-26595,Task,Closed,Done,muhammad-abdul.jalil,12/Jan/18 9:16 AM,09/Feb/18 3:14 PM,15/Jan/18 10:46 AM,Done in Jan 2018,,,PCB-Layout,,,4.0,8.0
CD-2335,1073449,,CG124 Loadboard Check - BOSCH,Task,Closed,Done,asad-ahmed.ansari,15/Jan/18 10:21 AM,09/Feb/18 3:14 PM,01/Feb/18 2:24 PM,Done in Jan 2018,,,Application Service,,,27.0,27.0
CD-2336,1073450,,P91E0 Test Time Reduction - IDT,Task,Closed,Done,terry.payet,15/Jan/18 10:21 AM,09/Feb/18 3:14 PM,01/Feb/18 2:29 PM,Done in Jan 2018,,,Application Service,,,11.0,11.0
CD-2337,1073451,,High Power Setup with FVI16 instrument - IFX,Task,Closed,Done,wassim.dhokar,15/Jan/18 10:21 AM,09/Feb/18 3:14 PM,01/Feb/18 2:26 PM,Done in Jan 2018,,,Application Service,,,38.0,38.0
CD-2338,1073452,,IFX TLE9180 Test Plan Creation,Task,Closed,Done,wilfredo.nazareno,15/Jan/18 10:22 AM,09/Feb/18 3:14 PM,23/Jan/18 12:24 AM,Done in Jan 2018,,,Application Service,,,36.0,36.0
CD-2339,1073453,,Test time reduction and analysis- IFX Proteus,Task,Closed,Done,abhishek.basava,15/Jan/18 10:22 AM,13/Feb/18 10:23 AM,02/Feb/18 9:18 AM,Done in Jan 2018,,,Application Service,,,42.0,42.0
CD-2340,1073606,,"CPE, Bugfixing and Support",Task,Closed,Done,hleberer,16/Jan/18 11:42 AM,06/Mar/18 4:16 PM,14/Feb/18 3:52 PM,Done in Feb 2018,,,Maintenance Hardware,,,12.0,20.0
CD-2341,1074489,,Develop integration test to be able to test DDB against calbreaks,Task,Closed,Done,robert.adonyi,22/Jan/18 11:52 AM,09/Feb/18 3:14 PM,05/Feb/18 8:51 AM,Done in Jan 2018,,,Maintenance Hardware,,,10.0,6.0
CD-2342,1074620,,Darwin Correlation Task - Create Ruby Script,Task,Closed,Done,alfredo.moreira,23/Jan/18 1:32 PM,09/Feb/18 3:14 PM,01/Feb/18 7:37 AM,Done in Jan 2018,,,Maintenance Hardware,,,6.0,6.0
CD-2343,1074988,,Qze Stress Test,Task,Closed,Done,padmaprasad.boopal-c,25/Jan/18 10:24 AM,09/Feb/18 3:14 PM,07/Feb/18 1:06 PM,Done in Jan 2018,,,FPGA,,,8.0,6.0
CD-2344,1075618,,Python PMU Cal. - Starting Making Corrections on the Code ,Task,Closed,Done,alfredo.moreira,30/Jan/18 7:46 AM,09/Feb/18 3:14 PM,01/Feb/18 7:37 AM,Done in Jan 2018,,,Maintenance Hardware,,,4.0,4.0
CD-2345,1075803,,Part Setup,Task,Closed,Done,prabhavathy.venkatac,31/Jan/18 8:45 AM,06/Mar/18 4:16 PM,02/Mar/18 9:03 AM,Done in Feb 2018,,,PCB-Layout,,,40.0,33.0
CD-2346,1075805,,N2660-26512-001,Task,Work In Progress,,muhammad-abdul.jalil,31/Jan/18 8:50 AM,08/Feb/18 11:41 AM,,,,,PCB-Layout,,,72.0,0.0
CD-2347,1075806,1075805,Layout Task for Februar,Sub-task,Closed,Done,muhammad-abdul.jalil,31/Jan/18 8:51 AM,06/Mar/18 4:16 PM,02/Mar/18 9:08 AM,Done in Feb 2018,,,PCB-Layout,,,20.0,20.0
CD-2348,1075807,1075805,Layout Task for March,Sub-task,Work In Progress,,muhammad-abdul.jalil,31/Jan/18 8:51 AM,05/Mar/18 10:10 AM,,,,,PCB-Layout,,,36.0,
CD-2349,1075808,,Small Cleanup-Redesign of EK041-26502-003,Task,Closed,Done,bharadwaj.chalamacha,31/Jan/18 8:53 AM,06/Mar/18 4:16 PM,02/Mar/18 9:11 AM,Done in Feb 2018,,,PCB-Layout,,,5.0,4.0
CD-2350,1075809,,Redesign of EK051-26502-002,Task,Closed,Done,bharadwaj.chalamacha,31/Jan/18 8:55 AM,06/Mar/18 4:16 PM,02/Mar/18 9:12 AM,Done in Feb 2018,,,PCB-Layout,,,16.0,12.0
CD-2351,1075811,,Check Designs,Task,Closed,Done,bharadwaj.chalamacha,31/Jan/18 8:56 AM,09/Feb/18 3:14 PM,08/Feb/18 11:46 AM,Done in Jan 2018,,,PCB-Layout,,,2.0,2.0
CD-2352,1075812,,Redesign of EK051-26501-002,Task,Pre-Planning,,bharadwaj.chalamacha,31/Jan/18 8:57 AM,02/Mar/18 8:31 AM,,,,,PCB-Layout,,,,
CD-2353,1075813,1075812,Layout Task for April,Sub-task,Pre-Planning,,bharadwaj.chalamacha,31/Jan/18 8:58 AM,02/Mar/18 8:31 AM,,,,,PCB-Layout,,,,
CD-2354,1075815,1075812,Layout Task for March,Sub-task,Work In Progress,,bharadwaj.chalamacha,31/Jan/18 8:59 AM,09/Mar/18 1:53 PM,,,,,PCB-Layout,,,6.0,
CD-2355,1075816,,Part Check,Task,Closed,Done,muhammad-abdul.jalil,31/Jan/18 9:00 AM,06/Mar/18 4:16 PM,02/Mar/18 9:08 AM,Done in Feb 2018,,,PCB-Layout,,,8.0,4.0
CD-2356,1075896,,DIEM Interface Hardware TurnOn SCB(Zynq7)-CBPP(VirtexU),Task,Closed,Done,tanzeelur.rehman,31/Jan/18 2:29 PM,09/Feb/18 3:14 PM,07/Feb/18 1:16 PM,Done in Jan 2018,,,FPGA,,,20.0,20.0
CD-2357,1075897,,8.1.1.1-FVi testcycle on LTH Horus.,Task,Closed,Done,herbert.graf,31/Jan/18 2:29 PM,09/Feb/18 3:14 PM,02/Feb/18 11:09 AM,Done in Jan 2018,,,BBN-TestLab Testing,,,3.5,3.5
CD-2358,1075898,,8.1.1.1-FVi testcycle on STH Anubis.,Task,Closed,Done,herbert.graf,31/Jan/18 2:30 PM,09/Feb/18 3:14 PM,02/Feb/18 11:09 AM,Done in Jan 2018,,,BBN-TestLab Testing,,,2.5,2.5
CD-2359,1075899,,8.1.1.1-FVi testcycle on STH Anuket.,Task,Closed,Done,arvind.anche,31/Jan/18 2:30 PM,09/Feb/18 3:14 PM,02/Feb/18 9:53 AM,Done in Jan 2018,,,BBN-TestLab Testing,,,2.0,2.0
CD-2360,1075900,,8.1.1.1-FVi testcycle on ATH Babi.,Task,Closed,Done,arvind.anche,31/Jan/18 2:31 PM,09/Feb/18 3:14 PM,02/Feb/18 9:53 AM,Done in Jan 2018,,,BBN-TestLab Testing,,,2.0,2.0
CD-2361,1075901,,7.4.4.0-FVi testcycle on ATH Babi.,Task,Closed,Done,arvind.anche,31/Jan/18 2:33 PM,09/Feb/18 3:14 PM,02/Feb/18 9:53 AM,Done in Jan 2018,,,BBN-TestLab Testing,,,3.0,3.0
CD-2362,1075902,,7.4.4.0-FVi testcycle on ATH Ipet.,Task,Closed,Done,arvind.anche,31/Jan/18 2:34 PM,09/Feb/18 3:14 PM,02/Feb/18 9:54 AM,Done in Jan 2018,,,BBN-TestLab Testing,,,3.0,3.0
